name,cluster,cluster_count,datasets,dates,recognized_in_first_dataset,recognized_in_last_dataset
Aythya collaris,"Nyroca collaris, Marila collaris, Aythya collaris",3,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Dataset aou_4_20 (1945); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1931; 1945; February 1982; 2017,yes,yes
Branta sandvicensis,"Nesochen sandvicensis, Branta sandvicensis",2,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6_39 (1993); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 1993; 2017,no,yes
Glaucidium sanchezi,Glaucidium sanchezi,1,Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1997; 2017,no,yes
Tachycineta bicolor,"Tachycineta bicolor, Iridoprocne bicolor",2,Checklist aou_1.csv (1886); Dataset aou_2_12 (1903); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1903; January 1982; February 1982; 2017,yes,yes
Turdus rufopalliatus,Turdus rufopalliatus,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 1983; 2017,no,yes
Bucephala clangula,"Bucephala clangula, Glaucionetta clangula americana, Glaucionetta clangula, Clangula clangula",4,Checklist aou_1.csv (1886); Dataset aou_2_08 (1897); Dataset aou_3 (1910); Dataset aou_3_17 (1920); Dataset aou_4 (1931); Dataset aou_4_23 (1948); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1897; 1910; 1920; 1931; 1948; 1957; February 1982; 2017,yes,yes
Sporophila schistacea,Sporophila schistacea,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Sitta carolinensis,"Sitta carolinensis, Sitta carolinensis aculeata",2,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; February 1982; 2017,yes,yes
Calidris minutilla,"Calidris minutilla, Tringa minutilla, Actodromas minutilla, Pisobia minutilla, Erolia minutilla",5,Checklist aou_1.csv (1886); Dataset aou_2_12 (1903); Dataset aou_2_14 (1908); Dataset aou_4_19 (1944); Dataset aou_5_32 (1973); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1903; 1908; 1944; 1973; February 1982; 2017,yes,yes
Margarobyas lawrencii,"Margarobyas lawrencii, Gymnoglaux lawrencii, Otus lawrencii",3,Dataset aou_6 (1983); Dataset aou_7 (1998); Dataset aou_7_44 (2003); Dataset aou_7_54 (2013); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1998; 2003; 2013; 2017,no,yes
Piranga leucoptera,Piranga leucoptera,1,Dataset aou_6 (1983); Dataset aou_7_50 (2009); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2009; 2017,no,yes
Melanitta deglandi,"Oidemia deglandi, Melanitta deglandi",2,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Dataset aou_4_19 (1944); Dataset aou_4_24 (1949); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982),1886; 1931; 1944; 1949; 1957; January 1982,yes,no
Helmitheros vermivorum,"Helmitheros vermivorum, Helmitherus vermivorus, Helmitheros vermivorus",3,Checklist aou_1.csv (1886); Dataset aou_2_12 (1903); Dataset aou_3_17 (1920); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_45 (2004); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1903; 1920; 1957; January 1982; February 1982; 1983; 2004; 2017,yes,yes
Forpus cyanopygius,Forpus cyanopygius,1,Dataset aou_6 (1983); Dataset aou_6_39 (1993); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1993; 2017,no,yes
Perisoreus canadensis,"Perisoreus canadensis capitalis, Perisoreus canadensis, Perisoreus canadensis fumifrons, Perisoreus canadensis nigricapillus",4,Checklist aou_1.csv (1886); Dataset aou_4_19 (1944); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1944; 1957; February 1982; 2017,yes,yes
Aimophila rufescens,Aimophila rufescens,1,Dataset aou_6 (1983); Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2010; 2017,no,yes
Priotelus roseigaster,Priotelus roseigaster,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Zonotrichia gambeli,Zonotrichia gambeli,1,Checklist aou_1.csv (1886); Dataset aou_1_02 (1890),1886; 1890,yes,no
Ara chloropterus,"Ara chloropterus, Ara chloroptera",2,Dataset aou_6 (1983); Dataset aou_7 (1998); Dataset aou_7_46 (2005); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1998; 2005; 2017,no,yes
Antrostomus badius,"Caprimulgus badius, Antrostomus badius",2,Dataset aou_6_40 (1995); Dataset aou_7_53 (2012); Checklist NACC_list_species_aou_7_57.csv (2017),1995; 2012; 2017,no,yes
Akialoa lanaiensis,Akialoa lanaiensis,1,Dataset aou_7_56 (2015); Checklist NACC_list_species_aou_7_57.csv (2017),2015; 2017,no,yes
Pipra erythrocephala,Pipra erythrocephala,1,Dataset aou_6 (1983),1983,no,no
Dendrortyx macroura,Dendrortyx macroura,1,Dataset aou_6 (1983); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1997; 2017,no,yes
Callipepla douglasii,Callipepla douglasii,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 1997; 2017,no,yes
Pharomachrus mocinno,Pharomachrus mocinno,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Agelaius humeralis,Agelaius humeralis,1,Dataset aou_4_20 (1945); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1945; January 1982; February 1982; 1983; 2017,no,yes
Calypte anna,"Calypte anna, Trochilus anna",2,Checklist aou_1.csv (1886); Dataset aou_1_05 (1893); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1893; February 1982; 2017,yes,yes
Hirundo erythrogaster,"Hirundo erythrogastra, Hirundo erythrogaster, Chelidon erythrogaster",3,Checklist aou_1.csv (1886); Dataset aou_2 (1895); Dataset aou_2_09 (1899); Dataset aou_3 (1910); Dataset aou_4 (1931); Dataset aou_4_19 (1944),1886; 1895; 1899; 1910; 1931; 1944,yes,no
Eurypyga helias,Eurypyga helias,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Falco femoralis,"Falco fusco-coerulescens, Falco fusco-caerulescens, Falco femoralis",3,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Dataset aou_4 (1931); Dataset aou_4_23 (1948); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; 1931; 1948; February 1982; 2017,yes,yes
Troglodytes brunneicollis,Troglodytes brunneicollis,1,Dataset aou_4_25 (1950); Dataset aou_5_34 (January 1982),1950; January 1982,no,no
Sterna paradisaea,Sterna paradisaea,1,Checklist aou_1.csv (1886); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; February 1982; 2017,yes,yes
Buteo borealis,"Buteo borealis kriderii, Buteo borealis, Buteo borealis lucasanus, Buteo borealis calurus",4,Checklist aou_1.csv (1886); Dataset aou_1_03 (1891); Dataset aou_2_15 (1909); Dataset aou_3_18 (1923); Dataset aou_4_19 (1944),1886; 1891; 1909; 1923; 1944,yes,no
Oreothlypis luciae,"Oreothlypis luciae, Vermivora luciae, Helminthophila luciae",3,Checklist aou_1.csv (1886); Dataset aou_2_15 (1909); Dataset aou_3_17 (1920); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1909; 1920; 1957; January 1982; February 1982; 1983; 2010; 2017,yes,yes
Pachyramphus niger,Pachyramphus niger,1,Dataset aou_6 (1983); Dataset aou_6_35 (1985); Dataset aou_6_41 (1997); Dataset aou_7 (1998); Dataset aou_7_44 (2003); Dataset aou_7_45 (2004); Dataset aou_7_52 (2011); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1985; 1997; 1998; 2003; 2004; 2011; 2017,no,yes
Chlorostilbon canivetii,Chlorostilbon canivetii,1,Dataset aou_6 (1983); Dataset aou_6_40 (1995); Dataset aou_7 (1998); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1995; 1998; 2017,no,yes
Coccyzus melacoryphus,Coccyzus melacoryphus,1,Dataset aou_6_35 (1985); Checklist NACC_list_species_aou_7_57.csv (2017),1985; 2017,no,yes
Anhinga anhinga,Anhinga anhinga,1,Checklist aou_1.csv (1886); Dataset aou_2_15 (1909); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1909; 1957; February 1982; 2017,yes,yes
Melozone albicollis,"Pipilo albicollis, Melozone albicollis",2,Dataset aou_6 (1983); Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2010; 2017,no,yes
Vireo altiloquus,"Vireo calidris, Vireo altiloquus, Vireosylva calidris, Vireo altiloquus barbatulus",4,Checklist aou_1.csv (1886); Dataset aou_2 (1895); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Dataset aou_4_19 (1944); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1895; 1908; 1931; 1944; February 1982; 2017,yes,yes
Picoides dorsalis,Picoides dorsalis,1,Dataset aou_7_44 (2003); Checklist NACC_list_species_aou_7_57.csv (2017),2003; 2017,no,yes
Garrulax canorus,Garrulax canorus,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7 (1998); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 1983; 1998; 2017,no,yes
Loxia megaplaga,Loxia megaplaga,1,Dataset aou_7_44 (2003); Checklist NACC_list_species_aou_7_57.csv (2017),2003; 2017,no,yes
Aphanotriccus audax,Aphanotriccus audax,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Arremonops rufivirgatus,"Arremonops rufivirgata, Embernagra rufivirgata, Arremonops rufivirgatus",3,Checklist aou_1.csv (1886); Dataset aou_2_08 (1897); Dataset aou_3 (1910); Dataset aou_5 (1957); Dataset aou_5_32 (1973); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1897; 1910; 1957; 1973; January 1982; February 1982; 2017,yes,yes
Amazilia beryllina,Amazilia beryllina,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2017,no,yes
Saltator grossus,"Saltator grossus, Pitylus grossus",2,Dataset aou_6 (1983); Dataset aou_6_40 (1995); Dataset aou_7_50 (2009); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1995; 2009; 2017,no,yes
Psaltriparus plumbeus,Psaltriparus plumbeus,1,Checklist aou_1.csv (1886); Dataset aou_4 (1931),1886; 1931,yes,no
Passerina rositae,Passerina rositae,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Baeolophus atricristatus,"Parus atricristatus, Baeolophus atricristatus",2,Checklist aou_1.csv (1886); Dataset aou_2_12 (1903); Dataset aou_4_19 (1944); Dataset aou_5_33 (1976); Dataset aou_7_43 (2002); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1903; 1944; 1976; 2002; 2017,yes,yes
Myadestes occidentalis,Myadestes occidentalis,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Colinus graysoni,Colinus graysoni,1,Checklist aou_1.csv (1886); Dataset aou_1_01 (1889),1886; 1889,yes,no
Pterodroma cahow,Pterodroma cahow,1,Dataset aou_3_18 (1923); Dataset aou_4 (1931); Dataset aou_5_34 (January 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1923; 1931; January 1982; 1983; 2017,no,yes
Lagopus leucura,"Lagopus leucura, Lagopus leucurus",2,Checklist aou_1.csv (1886); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_45 (2004); Checklist NACC_list_species_aou_7_57.csv (2017),1886; January 1982; February 1982; 2004; 2017,yes,yes
Limosa limosa,Limosa limosa,1,Checklist aou_1.csv (1886); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; February 1982; 2017,yes,yes
Picoides fumigatus,"Veniliornis fumigatus, Picoides fumigatus",2,Dataset aou_6 (1983); Dataset aou_7_53 (2012); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2012; 2017,no,yes
Vireo atricapilla,"Vireo atricapilla, Vireo atricapillus",2,Checklist aou_1.csv (1886); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_44 (2003); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1957; January 1982; February 1982; 2003; 2017,yes,yes
Setophaga virens,"Setophaga virens, Dendroica virens",2,Checklist aou_1.csv (1886); Dataset aou_3_17 (1920); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_52 (2011); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1920; 1957; January 1982; February 1982; 1983; 2011; 2017,yes,yes
Contopus pallidus,Contopus pallidus,1,Dataset aou_6_40 (1995); Checklist NACC_list_species_aou_7_57.csv (2017),1995; 2017,no,yes
Pterodroma phaeopygia,Pterodroma phaeopygia,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_43 (2002); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2002; 2017,no,yes
Pachyramphus rufus,Pachyramphus rufus,1,Dataset aou_6 (1983); Dataset aou_6_35 (1985); Dataset aou_6_41 (1997); Dataset aou_7 (1998); Dataset aou_7_44 (2003); Dataset aou_7_45 (2004); Dataset aou_7_52 (2011); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1985; 1997; 1998; 2003; 2004; 2011; 2017,no,yes
Calidris canutus,"Calidris canutus, Tringa canutus",2,Checklist aou_1.csv (1886); Dataset aou_3_18 (1923); Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1923; 1931; 1957; January 1982; February 1982; 2017,yes,yes
Fulmarus glacialoides,"Priocella antarctica, Priocella glacialoides, Fulmarus glacialoides",3,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_3_18 (1923); Dataset aou_4 (1931); Dataset aou_6 (1983); Dataset aou_6_37 (1989),1886; 1899; 1923; 1931; 1983; 1989,yes,no
Piranga rubra,"Piranga rubra, Piranga rubra cooperi",2,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_50 (2009); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1931; January 1982; February 1982; 1983; 2009; 2017,yes,yes
Myrmotherula surinamensis,Myrmotherula surinamensis,1,Dataset aou_6 (1983); Dataset aou_6_41 (1997); Dataset aou_7_42 (2000),1983; 1997; 2000,no,no
Glaucis hirsutus,"Glaucis hirsuta, Glaucis hirsutus",2,Dataset aou_6 (1983); Dataset aou_7_45 (2004); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2004; 2017,no,yes
Chlorophanes spiza,Chlorophanes spiza,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Megascops cooperi,"Megascops cooperi, Otus cooperi",2,Dataset aou_6 (1983); Dataset aou_7_44 (2003); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2003; 2017,no,yes
Microrhopias quixensis,Microrhopias quixensis,1,Dataset aou_6 (1983); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1997; 2017,no,yes
Anthracothorax viridis,Anthracothorax viridis,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Lophotriccus pileatus,Lophotriccus pileatus,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Buteo ridgwayi,Buteo ridgwayi,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Peucaea mexicana,Peucaea mexicana,1,Checklist aou_1.csv (1886); Dataset aou_2_11 (1902),1886; 1902,yes,no
Ictinia plumbea,Ictinia plumbea,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Oceanodroma microsoma,"Oceanodroma microsoma, Halocyptena microsoma",2,Checklist aou_1.csv (1886); Dataset aou_3_18 (1923); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1923; January 1982; February 1982; 2017,yes,yes
Amazilia cyanura,Amazilia cyanura,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Calliphlox evelynae,Calliphlox evelynae,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_56 (2015); Checklist NACC_list_species_aou_7_57.csv (2017),January 1982; February 1982; 2015; 2017,no,yes
Eupsittula pertinax,"Eupsittula pertinax, Aratinga pertinax",2,Dataset aou_6 (1983); Dataset aou_7_55 (2014); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2014; 2017,no,yes
Oceanodroma melania,"Oceanodroma melania, Loomelania melania",2,Checklist aou_1.csv (1886); Dataset aou_3_18 (1923); Dataset aou_4_19 (1944); Dataset aou_5_32 (1973); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1923; 1944; 1973; January 1982; February 1982; 2017,yes,yes
Calyptophilus tertius,Calyptophilus tertius,1,Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1997; 2017,no,yes
Cygnus olor,"Cygnus olor, Sthenelides olor",2,Dataset aou_4 (1931); Dataset aou_4_20 (1945); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1931; 1945; February 1982; 2017,no,yes
Tilmatura dupontii,Tilmatura dupontii,1,Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2017,no,yes
Spinus xanthogastrus,"Carduelis xanthogastra, Spinus xanthogastrus",2,Dataset aou_6 (1983); Dataset aou_7_50 (2009); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 2009; 2017,no,yes
Anas bahamensis,"Anas bahamensis, Dafila bahamensis",2,Dataset aou_4 (1931); Dataset aou_4_19 (1944); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1931; 1944; 1957; January 1982; February 1982; 2017,no,yes
Contopus cooperi,"Contopus borealis, Nuttallornis mesoleucus, Nuttallornis borealis, Contopus cooperi",4,Checklist aou_1.csv (1886); Dataset aou_2_12 (1903); Dataset aou_4 (1931); Dataset aou_4_20 (1945); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1903; 1931; 1945; January 1982; February 1982; 1997; 2017,yes,yes
Leucosticte atrata,Leucosticte atrata,1,Checklist aou_1.csv (1886); Dataset aou_2_15 (1909); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6_39 (1993); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1909; January 1982; February 1982; 1993; 2017,yes,yes
Streptopelia turtur,Streptopelia turtur,1,Dataset aou_6_39 (1993); Checklist NACC_list_species_aou_7_57.csv (2017),1993; 2017,no,yes
Sula leucogaster,"Sula leucogaster, Sula leucogastra",2,Dataset aou_2_14 (1908); Dataset aou_4 (1931); Dataset aou_4_19 (1944); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1908; 1931; 1944; 1957; February 1982; 2017,no,yes
Sturnella militaris,Sturnella militaris,1,Dataset aou_6 (1983); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1983; 1997; 2017,no,yes
Psittacara mitratus,"Psittacara mitratus, Aratinga mitrata",2,Dataset aou_7_43 (2002); Dataset aou_7_55 (2014); Checklist NACC_list_species_aou_7_57.csv (2017),2002; 2014; 2017,no,yes
