name,cluster,cluster_count,datasets,dates,recognized_in_first_dataset,recognized_in_last_dataset,suspicious,"Note that every ""fixed"" here means that the cluster was broken. No other taxonomic changes were entered."
Dendroica auduboni,Dendroica auduboni,1,Checklist aou_1.csv (1886); Dataset aou_3_17 (1920); Dataset aou_5 (1957); Dataset aou_5_32 (1973),1886; 1920; 1957; 1973,yes,no,no,
Dendroica erithachorides,"Dendroica erithachorides, Dendroica bryanti castaneiceps, Dendroica bryanti",3,Checklist aou_1.csv (1886); Dataset aou_3_17 (1920); Dataset aou_4 (1931); Dataset aou_4_19 (1944),1886; 1920; 1931; 1944,yes,no,yes,Avibase: rename
Dendroica nigrifrons,Dendroica nigrifrons,1,Dataset aou_2_10 (1901); Dataset aou_2_12 (1903),1901; 1903,no,no,no,
Dolichonyx oryzivorus,"Dolichonyx oryzivorus albinucha, Dolichonyx oryzivorus",2,Checklist aou_1.csv (1886); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; January 1982; February 1982; 1983; 2017,yes,yes,no,
Dryocopus pileatus,"Hylatomus pileatus, Phloeotomus pileatus, Dryocopus pileatus, Ceophloeus pileatus",4,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Dataset aou_4_22 (1947); Dataset aou_4_24 (1949); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1931; 1947; 1949; February 1982; 2017,yes,yes,no,
Dumetella carolinensis,"Dumetella carolinensis, Galeoscoptes carolinensis",2,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_3 (1910); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1910; January 1982; February 1982; 2017,yes,yes,no,
Ectopistes migratorius,Ectopistes migratorius,1,Checklist aou_1.csv (1886); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; February 1982; 2017,yes,yes,no,
Egretta caerulea,"Egretta caerulea, Ardea caerulea, Florida caerulea, Ardea coerulea",4,Checklist aou_1.csv (1886); Dataset aou_2 (1895); Dataset aou_2_12 (1903); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1895; 1903; January 1982; February 1982; 2017,yes,yes,no,
Egretta garzetta,Egretta garzetta,1,Dataset aou_4_31 (1956); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1956; 1957; February 1982; 2017,no,yes,no,
Egretta rufescens,"Ardea rufescens, Egretta rufescens, Ardea rufa, Dichromanassa rufescens",4,Checklist aou_1.csv (1886); Dataset aou_1_01 (1889); Dataset aou_2_12 (1903); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1889; 1903; January 1982; February 1982; 2017,yes,yes,no,
Egretta thula,"Leucophoyx thula, Egretta thula, Egretta candidissima, Ardea candidissima",4,Checklist aou_1.csv (1886); Dataset aou_2_12 (1903); Dataset aou_2_15 (1909); Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_32 (1973); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1903; 1909; 1931; 1957; 1973; February 1982; 2017,yes,yes,yes,Avibase: rename
Egretta tricolor,"Ardea tricolor, Ardea tricolor ruficollis, Egretta tricolor, Hydranassa tricolor",4,Checklist aou_1.csv (1886); Dataset aou_2_12 (1903); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1903; January 1982; February 1982; 2017,yes,yes,no,
Elanoides forficatus,Elanoides forficatus,1,Checklist aou_1.csv (1886); Dataset aou_2_15 (1909); Dataset aou_3_18 (1923); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6_40 (1995); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1909; 1923; January 1982; February 1982; 1995; 2017,yes,yes,no,
Elanus caeruleus,Elanus caeruleus,1,Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6_39 (1993),January 1982; February 1982; 1993,no,yes,no,
Elanus leucurus,Elanus leucurus,1,Checklist aou_1.csv (1886); Dataset aou_2_15 (1909); Dataset aou_3_18 (1923); Dataset aou_5_34 (January 1982); Dataset aou_6_39 (1993); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1909; 1923; January 1982; 1993; 2017,yes,yes,no,
Emberiza rustica,Emberiza rustica,1,Dataset aou_3_16 (1912); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1912; January 1982; February 1982; 2017,no,yes,no,
Empidonax alnorum,Empidonax alnorum,1,Dataset aou_5_32 (1973); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1973; February 1982; 2017,no,yes,no,
Empidonax cineritius,Empidonax cineritius,1,Dataset aou_1_01 (1889); Dataset aou_2_14 (1908),1889; 1908,no,no,no,
Empidonax difficilis,Empidonax difficilis,1,Checklist aou_1.csv (1886); Dataset aou_1_01 (1889); Dataset aou_2_14 (1908); Dataset aou_3 (1910); Checklist aou_5_34.csv (February 1982); Dataset aou_6_37 (1989); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1889; 1908; 1910; February 1982; 1989; 2017,yes,yes,no,
Empidonax flaviventris,Empidonax flaviventris,1,Checklist aou_1.csv (1886); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; February 1982; 2017,yes,yes,no,
Empidonax fulvifrons,"Empidonax fulvifrons pygmaeus, Empidonax fulvifrons",2,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; February 1982; 2017,yes,yes,no,
Empidonax griseus,"Empidonax canescens, Empidonax griseus",2,Dataset aou_1_02 (1890); Dataset aou_2_13 (1904); Dataset aou_2_14 (1908); Dataset aou_4_28 (1953),1890; 1904; 1908; 1953,no,no,yes,Avibase: rename
Empidonax hammondii,"Empidonax hammondii, Empidonax hammondi",2,Checklist aou_1.csv (1886); Dataset aou_4_20 (1945); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1945; February 1982; 2017,yes,yes,no,
Empidonax insulicola,Empidonax insulicola,1,Dataset aou_2_10 (1901); Dataset aou_2_14 (1908),1901; 1908,no,no,no,
Empidonax minimus,Empidonax minimus,1,Checklist aou_1.csv (1886); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; February 1982; 2017,yes,yes,no,
Empidonax oberholseri,"Empidonax oberholseri, Empidonax oberholserii",2,Dataset aou_4_28 (1953); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1953; 1957; January 1982; February 1982; 2017,no,yes,no,
Empidonax occidentalis,Empidonax occidentalis,1,Dataset aou_6_37 (1989); Checklist NACC_list_species_aou_7_57.csv (2017),1989; 2017,no,yes,no,
Empidonax traillii,"Empidonax pusillus, Empidonax trailli, Empidonax pusillus traillii, Empidonax traillii",4,Checklist aou_1.csv (1886); Dataset aou_2 (1895); Dataset aou_3 (1910); Dataset aou_4 (1931); Dataset aou_4_19 (1944); Dataset aou_5 (1957); Dataset aou_5_32 (1973); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1895; 1910; 1931; 1944; 1957; 1973; February 1982; 2017,yes,yes,yes,Avibase: rename
Empidonax virescens,"Empidonax acadicus, Empidonax virescens",2,Checklist aou_1.csv (1886); Dataset aou_2 (1895); Dataset aou_2_15 (1909); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1895; 1909; February 1982; 2017,yes,yes,yes,Avibase: rename
Empidonax wrightii,"Empidonax obscurus, Empidonax wrightii, Empidonax wrighti",3,Checklist aou_1.csv (1886); Dataset aou_1_02 (1890); Dataset aou_3 (1910); Dataset aou_4_20 (1945); Dataset aou_4_28 (1953); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1890; 1910; 1945; 1953; January 1982; February 1982; 2017,yes,yes,yes,Avibase: split! Fixed.
Engyptila albifrons,Engyptila albifrons,1,Checklist aou_1.csv (1886); Dataset aou_1_07 (1895); Dataset aou_2 (1895),1886; 1895,yes,no,no,
Eremophila alpestris,"Otocoris alpestris giraudi, Eremophila alpestris, Otocoris alpestris rubea, Otocoris alpestris arenicola, Otocoris alpestris chrysolaema, Otocoris alpestris strigata, Otocoris alpestris, Otocoris alpestris leucolaema, Otocoris alpestris praticola",9,Checklist aou_1.csv (1886); Dataset aou_4_22 (1947); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1947; February 1982; 2017,yes,yes,no,
Eudocimus albus,"Eudocimus albus, Guara alba",2,Checklist aou_1.csv (1886); Dataset aou_3_17 (1920); Dataset aou_4_27 (1952); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1920; 1952; February 1982; 2017,yes,yes,no,
Eudocimus ruber,"Eudocimus ruber, Guara rubra",2,Checklist aou_1.csv (1886); Dataset aou_3_17 (1920); Dataset aou_4_27 (1952); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1920; 1952; February 1982; 2017,yes,yes,no,
Eugenes fulgens,Eugenes fulgens,1,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; January 1982; February 1982; 2017,yes,yes,no,
Euphagus carolinus,"Euphagus carolinus, Scolecophagus carolinus",2,Checklist aou_1.csv (1886); Dataset aou_2_13 (1904); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1904; January 1982; February 1982; 1983; 2017,yes,yes,no,
Euphagus cyanocephalus,"Scolecophagus cyanocephalus, Euphagus cyanocephalus",2,Checklist aou_1.csv (1886); Dataset aou_2_13 (1904); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1904; January 1982; February 1982; 1983; 2017,yes,yes,no,
Euphonia elegantissima,Euphonia elegantissima,1,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_6 (1983); Dataset aou_6_41 (1997); Dataset aou_7_44 (2003); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1983; 1997; 2003; 2017,yes,yes,no,
Falcipennis canadensis,"Dendragapus canadensis, Canachites canadensis, Falcipennis canadensis",3,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_2_11 (1902); Dataset aou_2_15 (1909); Dataset aou_3 (1910); Dataset aou_4 (1931); Dataset aou_4_30 (1955); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; 1902; 1909; 1910; 1931; 1955; January 1982; February 1982; 1997; 2017,yes,yes,no,
Falco aesalon,"Falco regulus, Falco aesalon",2,Dataset aou_1_01 (1889); Dataset aou_2_14 (1908); Dataset aou_4_21 (1946),1889; 1908; 1946,no,no,yes,Avibase: rename
Falco columbarius,"Falco columbarius suckleyi, Falco columbarius",2,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4_21 (1946); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1946; January 1982; February 1982; 2017,yes,yes,no,
Falco femoralis,"Falco fusco-coerulescens, Falco fusco-caerulescens, Falco femoralis",3,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Dataset aou_4 (1931); Dataset aou_4_23 (1948); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; 1931; 1948; February 1982; 2017,yes,yes,yes,Avibase: rename
Falco islandus,Falco islandus,1,Checklist aou_1.csv (1886); Dataset aou_4 (1931),1886; 1931,yes,no,no,
Falco mexicanus,Falco mexicanus,1,Checklist aou_1.csv (1886); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; February 1982; 2017,yes,yes,no,
Falco peregrinus,"Falco peregrinus pealei, Falco peregrinus, Falco peregrinus anatum",3,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; February 1982; 2017,yes,yes,no,
Falco richardsonii,Falco richardsonii,1,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908),1886; 1908,yes,no,no,
Falco rusticolus,"Falco rusticolus candicans, Falco rusticolus gyrfalco, Falco rusticolus, Falco rusticolus obsoletus",4,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; February 1982; 2017,yes,yes,no,
Falco sparverius,"Cerchneis sparveria, Falco sparverius",2,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Dataset aou_3_18 (1923); Dataset aou_4 (1931); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; 1923; 1931; January 1982; February 1982; 2017,yes,yes,no,
Falco sparveroides,"Falco sparveroides, Cerchneis sparveroides, Falco sparverioides, Falco dominicensis",4,Checklist aou_1.csv (1886); Dataset aou_1_03 (1891); Dataset aou_3 (1910); Dataset aou_3_18 (1923); Dataset aou_4 (1931),1886; 1891; 1910; 1923; 1931,yes,no,yes,Avibase: rename
Falco tinnunculus,"Cerchneis tinnunculus, Falco tinnunculus",2,Dataset aou_1_01 (1889); Dataset aou_2_15 (1909); Dataset aou_3 (1910); Dataset aou_3_18 (1923); Dataset aou_4 (1931); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1889; 1909; 1910; 1923; 1931; January 1982; February 1982; 2017,no,yes,no,
Fratercula arctica,"Fratercula arctica, Fratercula arctica glacialis",2,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; January 1982; February 1982; 2017,yes,yes,no,
Fratercula cirrhata,"Lunda cirrhata, Fratercula cirrhata",2,Checklist aou_1.csv (1886); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; January 1982; February 1982; 2017,yes,yes,no,
Fratercula corniculata,Fratercula corniculata,1,Checklist aou_1.csv (1886); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; February 1982; 2017,yes,yes,no,
Fregata aquila,Fregata aquila,1,Checklist aou_1.csv (1886); Dataset aou_2_15 (1909); Dataset aou_4 (1931),1886; 1909; 1931,yes,no,no,
Fregata magnificens,Fregata magnificens,1,Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1931; 1957; January 1982; February 1982; 2017,no,yes,yes,Avibase: split. Fixed.
Fregetta tropica,"Cymodroma grallaria, Fregetta tropica, Fregetta grallaria",3,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_3_18 (1923); Dataset aou_4 (1931); Dataset aou_4_20 (1945); Dataset aou_5_34 (January 1982); Dataset aou_7_47 (2006); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; 1923; 1931; 1945; January 1982; 2006; 2017,yes,yes,yes,Avibase: split. Fixed.
Fringilla montifringilla,Fringilla montifringilla,1,Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1931; February 1982; 2017,no,yes,no,
Fulica americana,Fulica americana,1,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Dataset aou_7_57 (2016); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; 1931; February 1982; 2016; 2017,yes,yes,no,
Fulica atra,Fulica atra,1,Checklist aou_1.csv (1886); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; January 1982; February 1982; 2017,yes,yes,no,
Fulmarus glacialis,"Fulmarus glacialis rodgersii, Fulmarus glacialis glupischa, Fulmarus glacialis, Fulmarus glacialis minor",4,Checklist aou_1.csv (1886); Dataset aou_2_10 (1901); Dataset aou_3_18 (1923); Dataset aou_4 (1931); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1901; 1923; 1931; January 1982; February 1982; 2017,yes,yes,no,
Fulmarus glacialoides,"Priocella antarctica, Priocella glacialoides, Fulmarus glacialoides",3,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_3_18 (1923); Dataset aou_4 (1931); Dataset aou_6 (1983); Dataset aou_6_37 (1989),1886; 1899; 1923; 1931; 1983; 1989,yes,no,yes,Avibase: rename
Fulmarus rodgersi,Fulmarus rodgersi,1,Dataset aou_2_10 (1901); Dataset aou_3_18 (1923); Dataset aou_4 (1931),1901; 1923; 1931,no,no,no,
Gallinago delicata,"Gallinago delicata, Capella delicata",2,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Dataset aou_4_20 (1945); Dataset aou_7_43 (2002); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; 1945; 2002; 2017,yes,yes,no,
Gallinago gallinago,"Capella gallinago, Gallinago gallinago",2,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Dataset aou_4_20 (1945); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_43 (2002); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; 1945; 1957; January 1982; February 1982; 2002; 2017,yes,yes,no,
Gallinula chloropus,Gallinula chloropus,1,Dataset aou_3_18 (1923); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_52 (2011); Dataset aou_7_54 (2013); Checklist NACC_list_species_aou_7_57.csv (2017),1923; 1957; January 1982; February 1982; 2011; 2013; 2017,no,yes,no,
Gallinula galeata,Gallinula galeata,1,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_3 (1910); Dataset aou_3_16 (1912); Dataset aou_3_18 (1923); Dataset aou_7_52 (2011); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1910; 1912; 1923; 2011; 2017,yes,yes,no,
Gavia adamsii,"Gavia adamsi, Gavia adamsii, Urinator adamsii",3,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_3 (1910); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; 1910; 1957; February 1982; 2017,yes,yes,no,
Gavia arctica,"Urinator arcticus, Gavia arcticus, Gavia arctica",3,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_3 (1910); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Dataset aou_6_35 (1985); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; 1910; 1931; February 1982; 1985; 2017,yes,yes,no,
Gavia immer,"Urinator imber, Gavia immer, Gavia imber",3,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; 1908; 1931; February 1982; 2017,yes,yes,yes,Avibase: rename
Gavia pacifica,"Gavia pacifica, Gavia pacificus, Urinator pacificus",3,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_3 (1910); Dataset aou_4 (1931); Dataset aou_6_35 (1985); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; 1910; 1931; 1985; 2017,yes,yes,no,
Gavia stellata,"Urinator lumme, Gavia stellata, Gavia lumme",3,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_2_14 (1908); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; 1908; February 1982; 2017,yes,yes,yes,Avibase: rename
